"ID","condition","consent","labelling","event_item","answer","age","gender","language","profession","subject","level_education","quality","event_comp","set"
"2461","G","yes","D_14","Ein zufällig ausgewähltes Ehepaar in Deutschland hat mehr als zwei Kinder.",40,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_46","Eine zufällig ausgewählte Person in Deutschland isst täglich Früchte.",50,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_39","In einem zufällig ausgewählten Jahr im Winter wird es in Deutschland Schneestürme geben.",5,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_12","Eine zufällig ausgewählte Person in Deutschland, die über 20 Jahre alt ist, hat einen Führerschein.",70,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_33","Ein zufällig ausgewähltes Geschäft in Deutschland wird sonntags NICHT geöffnet sein.",20,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_30","Eine zufällig ausgewählte Person in Deutschland arbeitet sonntags.",80,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_38","Eine zufällig ausgewählte Person in Deutschland geht täglich im Durchschnitt NICHT mehr als 50 Schritte.",95,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_13","Eine zufällig ausgewählte Person in Deutschland ist NICHT verheiratet.",35,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_34","Ein zufällig ausgewähltes Gebäude in Deutschland hat mehr als 20 Stockwerke.",7,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_7","Eine zufällig ausgewählte Person in Deutschland nutzt Twitter wöchentlich.",50,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_8","Eine zufällig ausgewählte Person in Deutschland schaut täglich YouTube-Videos.",35,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_40","An einem zufällig ausgewählten Tag im August wird das Wetter in Berlin trocken sein.",70,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_44","Eine zufällig ausgewählte Person in Deutschland wird sich im Laufe ihres Lebens eine Grippe einfangen.",80,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_31","Ein zufällig ausgewählter Pendler fährt NICHT mit dem Motorrad zur Arbeit.",30,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_27","In einem zufällig ausgewählten Jahr wird es an Heiligabend in Berlin NICHT schneien.",20,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_5","Ein zufällig ausgewählter Haushalt in Deutschland besitzt ein oder mehrere Haustiere.",65,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_49","An einem zufällig ausgewählten Tag wird die Luftqualität NICHT akzeptabel für die Mehrheit der Bevölkerung in Deutschland sein.",0,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_1","An einem zufällig ausgewählten Tag im Januar wird die Durchschnittstemperatur in Deutschland NICHT über 0°C liegen.",10,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_50","In einem zufällig ausgewählten Haushalt in Deutschland gibt es KEINE IKEA-Produkte.",95,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_45","Eine zufällig ausgewählte Person in Deutschland wurde NICHT in einem Krankenhaus geboren.",90,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_2","In einem zufällig ausgewählten Jahr wird die Blumenblüte im Rheintal vor März beginnen.",45,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_19","Eine zufällig ausgewählte Person in Deutschland wohnt NICHT in Süddeutschland.",30,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_20","Ein zufällig ausgewähltes deutsches Schulkind lernt in der Schule ein Instrument zu spielen.",90,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_21","Eine zufällig ausgewählte Person in Deutschland hat mehr als zwei Geschwister.",45,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_49","An einem zufällig ausgewählten Tag wird die Luftqualität akzeptabel für die Mehrheit der Bevölkerung in Deutschland sein.",0,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_43","Ein zufällig ausgewähltes 12-jähriges deutsches Kind weiß, wie man ein Smartphone bedient.",100,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_22","Eine zufällig ausgewählte Person in Deutschland trainiert NICHT täglich.",40,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_34","Ein zufällig ausgewähltes Gebäude in Deutschland hat NICHT mehr als 20 Stockwerke.",10,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_50","In einem zufällig ausgewählten Haushalt in Deutschland gibt es IKEA-Produkte.",100,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_6","Eine zufällig ausgewählte Person in Deutschland hat innerhalb der letzten Woche ein Buch zu Ende gelesen.",46,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_42","Eine zufällig ausgewählte Person in Deutschland besitzt KEIN Gerät, das sich mit dem Internet verbinden kann.",100,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_16","Ein zufällig ausgewähltes Auto auf der Straße in Deutschland wurde in Deutschland hergestellt.",50,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_23","In einem zufällig ausgewählten Jahr werden in Deutschland im April mehr Blumen blühen als im März.",30,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_28","Eine zufällig ausgewählte Person in Deutschland spielt NICHT professionell Schach.",10,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_31","Ein zufällig ausgewählter Pendler fährt mit dem Motorrad zur Arbeit.",30,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_35","Eine zufällig ausgewählte Person in Deutschland isst täglich mehr als acht Gemüsesorten.",20,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_17","In einem zufällig ausgewählten deutschen Haushalt gibt es KEINEN Trockner.",60,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_47","Ein zufällig ausgewähltes deutsches Geschäft existiert seit mehr als 5 Jahren.",60,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_4","An einem zufällig ausgewählten Tag im Jahr wird die Temperatur in Deutschland NICHT über 15 °C liegen.",75,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_9","Eine zufällig ausgewählte Person in Deutschland nutzt wöchentlich Facebook.",10,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_13","Eine zufällig ausgewählte Person in Deutschland ist verheiratet.",64,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_11","Eine zufällig ausgewählte Person in Deutschland wird NICHT irgendwann an Krebs sterben.",40,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_38","Eine zufällig ausgewählte Person in Deutschland geht täglich im Durchschnitt mehr als 50 Schritte.",80,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_14","Ein zufällig ausgewähltes Ehepaar in Deutschland hat NICHT mehr als zwei Kinder.",30,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_7","Eine zufällig ausgewählte Person in Deutschland nutzt Twitter NICHT wöchentlich.",50,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_26","In einem zufälligen Jahr wird es in Deutschland KEINE Tornados geben.",0,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_25","Eine zufällig ausgewählte deutsche Person besucht an Weihnachten die Kirche.",90,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_24","Ein zufällig ausgewähltes Haus in Deutschland hat NICHT mehr als 2 Stockwerke.",70,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_1","An einem zufällig ausgewählten Tag im Januar wird die Durchschnittstemperatur in Deutschland über 0°C liegen.",10,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_8","Eine zufällig ausgewählte Person in Deutschland schaut NICHT täglich YouTube-Videos.",20,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_32","Eine zufällig ausgewählte Person in Deutschland spielt KEIN Banjo.",20,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_39","In einem zufällig ausgewählten Jahr im Winter wird es in Deutschland KEINE Schneestürme geben.",10,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_45","Eine zufällig ausgewählte Person in Deutschland wurde in einem Krankenhaus geboren.",90,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_44","Eine zufällig ausgewählte Person in Deutschland wird sich im Laufe ihres Lebens KEINE Grippe einfangen.",90,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_15","Eine zufällig ausgewählte Person in Deutschland ist NICHT Fan eines Fußballvereins.",60,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_3","An einem zufällig ausgewählten Tag im Jahr wird die Sonnenscheindauer für ganz Deutschland über 4 Stunden liegen.",50,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_12","Eine zufällig ausgewählte Person in Deutschland, die über 20 Jahre alt ist, hat KEINEN Führerschein.",70,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_29","Ein zufällig ausgewähltes deutsches 12-jähriges Kind lernt in der Schule das Programmieren von Computern.",20,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_48","In einem zufällig ausgewählten Stadtteil in Deutschland gibt es KEINE Bäckerei.",80,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_2","In einem zufällig ausgewählten Jahr wird die Blumenblüte im Rheintal NICHT vor März beginnen.",60,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_41","In einem zufällig ausgewählten Jahr wird die Höchsttemperatur in Deutschland 32°C oder mehr erreichen.",32,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_30","Eine zufällig ausgewählte Person in Deutschland arbeitet NICHT sonntags.",80,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_40","An einem zufällig ausgewählten Tag im August wird das Wetter in Berlin NICHT trocken sein.",50,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_18","Eine zufällig ausgewählte Person in Deutschland ist schon einmal im Mittelmeer geschwommen.",80,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","B_37","In einem zufällig ausgewählten Jahr wird es KEINE Erdbeben in Deutschland geben.",10,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_46","Eine zufällig ausgewählte Person in Deutschland isst NICHT täglich Früchte.",50,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","D_10","Ein(e) zufällig ausgewählte(r) Student(in) in Deutschland hat ein bisschen Erfahrung mit dem Programmieren am Computer.",80,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_33","Ein zufällig ausgewähltes Geschäft in Deutschland wird sonntags geöffnet sein.",20,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_5","Ein zufällig ausgewählter Haushalt in Deutschland besitzt KEINE Haustiere.",50,"20","female","german","student","other","higher","serious","neg","D"
"2461","G","yes","A_36","Eine zufällig ausgewählte Person in Deutschland liest täglich die Zeitung.",30,"20","female","german","student","other","higher","serious","pos","D"
"2461","G","yes","D_27","In einem zufällig ausgewählten Jahr wird es an Heiligabend in Berlin schneien.",20,"20","female","german","student","other","higher","serious","pos","D"
"2459","A","yes","A_4","An einem zufällig ausgewählten Tag im Jahr wird die Sonnenscheindauer in ganz Deutschland bei über 7 Stunden liegen.",60,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_44","Ein zufällig ausgewähltes deutsches Geschäft wird samstags NICHT geöffnet sein.",88,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_1","An einem zufällig ausgewählten Tag im Oktober wird die Durchschnittstemperatur in Deutschland über 10 °C liegen.",34,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_10","Eine zufällig ausgewählte Person in Deutschland hat KEINEN Führerschein.",77,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_25","Die Anzahl der Katzen ist größer als die Anzahl der Hunde in einer zufällig ausgewählten deutschen Stadt.",11,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_31","Ein zufällig ausgewähltes Haus in Deutschland hat NICHT mehr als 5 Stockwerke.",5,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_45","Eine zufällig ausgewählte Person, die vor 8 Uhr morgens durch eine deutsche Stadt läuft, ist auf dem Weg zur Arbeit.",99,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_20","Eine zufällig ausgewählte Person in Deutschland war schon einmal in Japan.",15,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_18","Eine zufällig ausgewählte Person in Deutschland isst täglich NICHT mehr als drei Gemüsesorten.",34,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_49","Eine zufällig ausgewählte Person in Deutschland geht durchschnittlich NICHT mehr als 100 Meter täglich.",100,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_11","Eine zufällig ausgewählte Person in Deutschland über 30 Jahre ist NICHT verheiratet.",45,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_40","In einem zufällig ausgewählten Jahr wird die niedrigste Temperatur in Deutschland unter -15°C liegen.",77,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_22","Eine zufällig ausgewählte Person in Deutschland nutzt monatlich Twitter.",23,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_41","Ein(e) zufällig ausgewählte(r) Student(in) spricht KEIN Englisch.",97,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_27","An einem zufällig ausgewählten Tag wird die Sonnenscheindauer für ganz Deutschland NICHT unter 2 Stunden liegen.",12,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_46","In einer zufällig ausgewählten deutschen Stadt gibt es im Winter einen Weihnachtsmarkt.",67,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_14","Ein zufällig ausgewählter Pendler fährt NICHT mit dem Auto zur Arbeit.",66,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_43","In einem zufällig ausgewählten deutschen Haushalt werden wir KEINE Pflanzen finden.",98,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_37","Eine zufällig ausgewählte Person in Deutschland liest täglich Zeitschriften.",1,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_7","Eine zufällig ausgewählte Person in Deutschland hat ein Twitter-Konto.",30,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_23","In einem zufällig ausgewählten Jahr wird den ganzen Mai über Schnee auf dem Gipfel der Zugspitze in Deutschland sein.",44,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_24","Eine zufällig ausgewählte deutsche Person kann sich NICHT fließend auf Englisch unterhalten.",75,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_42","Ein zufällig ausgewähltes deutsches Geschäft wird dienstags geöffnet sein.",98,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_48","Eine zufällig ausgewählte Person in Deutschland ist auf die Realschule gegangen.",87,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_47","Eine zufällig ausgewählte Person in Deutschland besucht an Weihnachten NICHT die Kirche.",35,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_39","In einem zufällig ausgewählten Jahr wird der August der heißeste Monat in Deutschland sein.",90,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_50","In einer zufällig ausgewählten deutschen Stadt gibt es KEINE Soccer-Klub.",95,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_5","An einem zufällig ausgewählten Tag in Hamburg wird es NICHT länger als 2 Stunden am Stück regnen.",30,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_12","Ein zufällig ausgewähltes Ehepaar in Deutschland hat zwei oder mehr Kinder.",55,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_26","In einem zufällig ausgewählten Jahr wird es in Deutschland im Mai schneien.",10,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_32","Eine zufällig ausgewählte Person in Deutschland hat mehr als fünf Geschwister.",8,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_3","In einem zufällig ausgewählten Jahr werden die Weinreben im Rheintal NICHT vor Mai blühen.",40,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_35","Eine zufällig ausgewählte Person in Deutschland geht NICHT mehr als drei Stunden täglich.",25,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_28","Eine zufällig ausgewählte Person in Deutschland kann NICHT in mehr als drei Sprachen sprechen.",20,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_21","Eine zufällig ausgewählte Person in Deutschland liest NICHT monatlich Bücher.",65,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_8","Eine zufällig ausgewählte Person in Deutschland nutzt Facebook NICHT täglich.",30,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_33","Eine zufällig ausgewählte Person in Deutschland wohnt in Mecklenburg-Vorpommern.",32,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_29","Ein zufällig ausgewähltes deutsches Grundschulkind hat KEINE Erfahrung mit dem Programmieren von Computern.",1,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_36","Eine zufällig ausgewählte Person in Deutschland liest NICHT täglich die Zeitung.",54,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_17","Ein zufällig ausgewähltes Gebäude in Deutschland hat NICHT mehr als 4 Stockwerke.",10,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_38","Eine zufällig ausgewählte Person in Deutschland spielt täglich Volleyball.",11,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_30","Ein zufällig ausgewählter deutscher Haushalt besitzt eine Sauna.",5,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_15","Ein zufällig ausgewählte deutsche Hochschulstudent studiert in den Bereichen Technik und Ingenieurwesen.",60,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_2","An einem zufällig ausgewählten Tag im Dezember wird die Durchschnittstemperatur in Deutschland über 0 °C liegen.",70,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_6","Eine zufällig ausgewählte Person in Deutschland liest NICHT täglich Bücher.",34,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_34","An einem zufällig ausgewählten Tag in Deutschland wird es KEINE Luftverschmutzung geben.",100,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_16","In einem zufällig ausgewählten Jahr wird die Höchsttemperatur in Deutschland 36°C oder mehr erreichen.",25,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_19","Eine zufällig ausgewählte Person in Deutschland geht täglich im Durchschnitt NICHT mehr als 2000 Schritte.",91,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_9","Eine zufällig ausgewählte Person in Deutschland im Alter von 20 bis 25 Jahren studiert an einer Universität oder Hochschule.",70,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_13","Ein zufällig ausgewähltes Auto auf der Straße in Deutschland ist von einer deutschen Automarke.",80,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_46","In einer zufällig ausgewählten deutschen Stadt gibt es im Winter KEINEN Weihnachtsmarkt.",80,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_26","In einem zufällig ausgewählten Jahr wird es in Deutschland im Mai NICHT schneien.",20,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_42","Ein zufällig ausgewähltes deutsches Geschäft wird dienstags NICHT geöffnet sein.",98,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_33","Eine zufällig ausgewählte Person in Deutschland wohnt  NICHT in Mecklenburg-Vorpommern.",15,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_27","An einem zufällig ausgewählten Tag wird die Sonnenscheindauer für ganz Deutschland  unter 2 Stunden liegen.",13,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_41","Ein(e) zufällig ausgewählte(r) Student(in) spricht Englisch.",97,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_45","Eine zufällig ausgewählte Person, die vor 8 Uhr morgens durch eine deutsche Stadt läuft, ist NICHT auf dem Weg zur Arbeit.",96,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_11","Eine zufällig ausgewählte Person in Deutschland über 30 Jahre ist verheiratet.",77,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_1","An einem zufällig ausgewählten Tag im Oktober wird die Durchschnittstemperatur in Deutschland NICHT über 10 °C liegen.",11,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_3","In einem zufällig ausgewählten Jahr werden die Weinreben im Rheintal vor Mai blühen.",45,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_17","Ein zufällig ausgewähltes Gebäude in Deutschland hat mehr als 4 Stockwerke.",33,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_18","Eine zufällig ausgewählte Person in Deutschland isst täglich mehr als drei Gemüsesorten.",40,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_4","An einem zufällig ausgewählten Tag im Jahr wird die Sonnenscheindauer für ganz Deutschland NICHT bei über 7 Stunden liegen.",17,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_13","Ein zufällig ausgewähltes Auto auf der Straße in Deutschland ist NICHT von einer deutschen Automarke.",50,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_30","Ein zufällig ausgewählter deutscher Haushalt besitzt KEINE Sauna.",4,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_31","Ein zufällig ausgewähltes Haus in Deutschland hat mehr als 5 Stockwerke.",14,"21","female","german","student","subject01","higher","serious","pos","A"
"2459","A","yes","A_23","In einem zufällig ausgewählten Jahr wird den ganzen Mai über KEIN Schnee auf dem Gipfel der Zugspitze in Deutschland sein.",40,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_20","Eine zufällig ausgewählte Person in Deutschland war noch NICHT in Japan.",13,"21","female","german","student","subject01","higher","serious","neg","A"
"2459","A","yes","A_25","Die Anzahl der Katzen ist NICHT größer als die Anzahl der Hunde in einer zufällig ausgewählten deutschen Stadt.",10,"21","female","german","student","subject01","higher","serious","neg","A"
